id,gender,ocp_cd,age,income,kp_txn_count,kp_txn_amt,cd_ex
267,1,4.0,4,18000.0,74.0,21295.454545454544,1459.95670995671
268,1,3.0,4,13000.0,37.0,2304.3478260869565,2358.3333333333335
269,1,3.0,2,27000.0,44.0,15368.75,2262.962962962963
270,1,9.0,4,23000.0,9.0,1125.0,2625.0
271,2,9.0,4,16000.0,27.0,8747.058823529413,1185.7142857142858
272,2,9.0,5,141000.0,224.0,31968.0,10045.3125
273,1,9.0,4,17000.0,42.0,4233.333333333333,418.0952380952381
274,2,9.0,4,19000.0,0.0,0.0,903.125
275,2,9.0,4,22000.0,49.0,10237.5,1435.7142857142858
276,2,3.0,3,171000.0,55.0,3777.777777777778,0.0
277,2,3.0,3,53000.0,85.0,1300.0,8000.0
278,1,9.0,3,14000.0,120.0,8929.166666666666,1466.6666666666667
279,2,3.0,3,38000.0,70.0,19154.545454545456,147.61904761904762
280,2,3.0,4,23000.0,27.0,2381.25,866.6666666666666
281,1,3.0,5,39000.0,45.0,1790.0,1994.1176470588234
282,2,9.0,4,78000.0,0.0,0.0,0.0
283,1,9.0,3,21000.0,44.0,11425.0,766.2337662337662
284,2,3.0,3,41000.0,18.0,5427.272727272727,770.0
285,2,3.0,4,49000.0,58.0,5328.571428571428,751.578947368421
286,1,9.0,4,29000.0,3.0,250.0,0.0
287,1,3.0,6,10000.0,33.0,12300.0,0.0
288,1,9.0,3,29000.0,43.0,24210.526315789473,4678.260869565217
289,2,3.0,4,200000.0,104.0,7516.666666666667,2041.1764705882351
290,2,3.0,3,54000.0,125.0,15412.5,2002.020202020202
291,1,3.0,3,46000.0,52.0,17856.25,1187.5
292,2,9.0,3,20000.0,86.0,4545.0,660.0
293,2,12.0,4,25000.0,39.0,19921.052631578947,1301.595744680851
294,1,3.0,4,18000.0,32.0,4763.636363636364,879.1666666666666
295,2,3.0,4,18000.0,45.0,6026.666666666667,0.0
296,1,9.0,5,80000.0,0.0,0.0,955.6637806637806
297,2,3.0,3,272000.0,113.0,7580.0,500.0
298,2,3.0,3,46000.0,61.0,5775.0,4313.235294117647
299,1,9.0,3,20000.0,45.0,36693.75,3200.0
300,1,4.0,4,36000.0,0.0,0.0,1080.909090909091
301,2,9.0,4,35000.0,75.0,7214.285714285715,775.0
302,2,3.0,5,53000.0,28.0,5984.210526315789,5202.5641025641025
303,1,3.0,3,21000.0,0.0,0.0,444.11764705882354
304,2,3.0,3,32000.0,27.0,5307.692307692308,425.0
305,1,3.0,4,34000.0,30.0,12533.333333333334,716.6666666666666
306,2,3.0,4,37000.0,0.0,0.0,1096.6666666666667
307,1,9.0,6,20000.0,0.0,0.0,0.0
308,2,3.0,3,28000.0,45.0,6213.333333333333,2683.3333333333335
309,1,3.0,4,389000.0,0.0,0.0,2100.595238095238
310,2,7.0,5,449000.0,849.0,257064.0,10175.0
311,2,3.0,5,15000.0,0.0,0.0,9933.333333333334
312,2,9.0,3,17000.0,74.0,12795.833333333334,760.0
313,2,3.0,4,85000.0,83.0,7508.695652173913,2653.3333333333335
314,2,9.0,5,29000.0,46.0,10642.105263157895,1393.75
315,2,9.0,4,19000.0,0.0,0.0,1125.0
316,1,3.0,5,68000.0,0.0,0.0,3158.3333333333335
317,1,3.0,5,16000.0,19.0,23041.666666666668,0.0
318,1,9.0,4,38000.0,27.0,2126.6666666666665,404.54545454545456
319,1,3.0,6,23000.0,0.0,0.0,2876.785714285714
320,2,9.0,4,37000.0,0.0,0.0,725.0
321,2,9.0,4,10000.0,0.0,0.0,5612.5
322,1,3.0,4,48000.0,2.0,11650.0,10807.309941520469
323,2,3.0,4,65000.0,82.0,6532.0,406.6666666666667
324,1,9.0,4,48000.0,368.0,32564.0,1416.6666666666665
325,1,9.0,3,68000.0,62.0,4091.304347826087,400.0
326,2,3.0,3,37000.0,58.0,6294.736842105263,2500.0
327,1,9.0,3,26000.0,15.0,875.0,1709.5238095238096
328,2,3.0,6,83000.0,59.0,20043.478260869564,3122.222222222222
329,2,3.0,5,78000.0,0.0,0.0,232550.0
330,2,7.0,3,24000.0,11.0,7950.0,566.6666666666666
331,1,3.0,4,17000.0,55.0,4952.380952380952,858.8888888888888
332,2,9.0,4,118000.0,65.0,14856.521739130434,2120.967741935484
333,1,3.0,3,13000.0,48.0,4988.235294117647,1345.0
334,1,9.0,3,48000.0,14.0,17775.0,1597.5
335,2,9.0,3,18000.0,45.0,6245.0,2010.0
336,1,7.0,4,27000.0,415.0,276252.0,5341.666666666667
337,2,4.0,3,20000.0,222.0,193552.0,2050.0
338,1,4.0,6,14000.0,0.0,0.0,5666.666666666667
339,2,4.0,5,28000.0,0.0,0.0,2455.5555555555557
340,1,3.0,5,29000.0,85.0,20963.636363636364,3818.75
341,1,9.0,4,42000.0,0.0,0.0,750.0
342,2,9.0,3,59000.0,62.0,6076.470588235294,3416.6666666666665
343,2,9.0,3,18000.0,77.0,5362.5,1100.0
344,2,3.0,5,28000.0,40.0,8541.666666666666,1822.2222222222222
345,2,3.0,3,13000.0,29.0,2521.4285714285716,0.0
346,2,3.0,6,16000.0,23.0,16141.666666666666,1458.1081081081081
347,2,9.0,5,20000.0,59.0,39240.0,3506.9360269360272
348,1,4.0,6,51000.0,0.0,0.0,51222.22222222222
349,1,9.0,4,48000.0,79.0,7038.888888888889,550.0
350,1,4.0,4,29000.0,370.0,373936.0,968.8888888888889
351,1,9.0,4,22000.0,166.0,24096.0,1737.5
352,1,9.0,3,17000.0,18.0,3450.0,6840.0
353,2,9.0,3,28000.0,26.0,15016.666666666666,0.0
354,2,9.0,4,39000.0,180.0,42284.0,0.0
355,1,9.0,4,17000.0,0.0,0.0,4682.0
356,1,3.0,4,17000.0,125.0,21720.833333333332,2834.722222222222
357,2,3.0,3,11000.0,55.0,8081.818181818182,816.6666666666667
358,1,3.0,4,26000.0,46.0,13573.333333333334,383.66013071895424
359,2,3.0,3,169000.0,68.0,12413.636363636364,3296.6666666666665
360,2,1.0,3,15000.0,38.0,5378.9473684210525,1127.2727272727273
361,2,9.0,3,48000.0,8.0,4950.0,2372.222222222222
362,2,3.0,4,51000.0,53.0,18040.0,8100.0
363,2,3.0,4,53000.0,105.0,23113.043478260868,0.0
364,1,3.0,4,11000.0,0.0,0.0,1295.4954954954956
365,2,3.0,3,27000.0,45.0,13711.764705882353,2800.0
366,1,3.0,3,10000.0,66.0,18490.909090909092,10000.0
367,2,3.0,3,17000.0,43.0,20650.0,1219.047619047619
368,2,9.0,3,63000.0,117.0,4521.739130434783,1300.0
369,1,9.0,4,14000.0,211.0,23484.0,4741.666666666667
370,1,3.0,4,120000.0,39.0,5770.588235294118,447.72727272727275
371,1,3.0,6,30000.0,18.0,50357.142857142855,2666.6666666666665
372,2,9.0,3,37000.0,68.0,9300.0,3940.0
373,2,3.0,3,19000.0,69.0,5461.111111111111,438.6363636363636
374,1,9.0,3,46000.0,0.0,0.0,500.0
375,1,9.0,6,30000.0,6.0,9633.333333333334,1624.561403508772
376,2,3.0,4,50000.0,88.0,18840.909090909092,0.0
377,2,3.0,3,57000.0,366.0,11108.0,6000.0
378,1,3.0,4,29000.0,0.0,0.0,1447.5
379,2,3.0,4,33000.0,0.0,0.0,1430.0
380,2,9.0,4,36000.0,0.0,0.0,2190.909090909091
381,2,3.0,3,67000.0,83.0,11768.421052631578,0.0
382,2,9.0,4,63000.0,129.0,20373.91304347826,1272.7272727272727
383,1,4.0,5,12000.0,0.0,0.0,100.0
384,1,3.0,4,19000.0,32.0,10805.263157894737,0.0
385,2,9.0,4,80000.0,65.0,5154.545454545455,15333.333333333334
386,2,3.0,4,55000.0,306.0,66120.0,3750.0
387,2,9.0,3,21000.0,112.0,34292.0,740.0
388,1,9.0,3,14000.0,55.0,21286.363636363636,635.9375
389,2,3.0,3,89000.0,199.0,14668.0,6900.0
390,2,3.0,5,63000.0,27.0,4076.470588235294,350.0
391,1,1.0,5,19000.0,2.0,34250.0,200000.0
392,1,3.0,4,21000.0,37.0,4993.333333333333,977.7777777777778
393,1,3.0,3,52000.0,30.0,3950.0,0.0
394,2,9.0,4,176000.0,0.0,0.0,0.0
395,1,3.0,3,28000.0,67.0,8907.692307692309,1490.8333333333333
396,2,9.0,4,32000.0,0.0,0.0,1166.6666666666667
397,2,3.0,3,57000.0,116.0,60425.0,475.0
398,1,3.0,3,48000.0,0.0,0.0,1500.0
399,2,3.0,5,13000.0,73.0,15386.666666666666,701.7543859649122
400,1,3.0,5,68000.0,0.0,0.0,1960.4910714285716
401,1,9.0,4,85000.0,38.0,3030.0,2100.0
402,1,3.0,4,11000.0,34.0,14233.333333333334,4129.603729603729
403,1,3.0,2,20000.0,50.0,3527.2727272727275,4022.7272727272725
404,1,9.0,4,27000.0,74.0,19850.0,1811.6279069767443
405,2,3.0,4,53000.0,3.0,7600.0,1259.274193548387
406,1,3.0,3,18000.0,0.0,0.0,0.0
407,1,9.0,4,98000.0,21.0,3414.285714285714,0.0
408,2,3.0,4,66000.0,114.0,16269.565217391304,1665.151515151515
409,2,9.0,3,25000.0,62.0,12728.57142857143,465.7894736842106
410,2,3.0,3,423000.0,0.0,0.0,4500.0
411,1,9.0,5,31000.0,0.0,0.0,1475.0
412,2,9.0,3,33000.0,28.0,5391.666666666667,696.2121212121212
413,1,3.0,4,13000.0,33.0,2595.0,283.3333333333333
414,2,3.0,5,21000.0,56.0,33028.57142857143,0.0
415,1,9.0,3,94000.0,0.0,0.0,1615.7894736842106
416,1,9.0,4,28000.0,0.0,0.0,0.0
417,1,3.0,3,30000.0,86.0,49479.166666666664,719.6428571428571
418,1,9.0,4,96000.0,39.0,26900.0,11250.0
419,1,3.0,4,33000.0,47.0,20168.18181818182,5750.0
420,1,3.0,5,15000.0,6.0,78500.0,0.0
421,1,13.0,4,94000.0,118.0,18347.619047619046,1880.3418803418801
422,1,9.0,3,25000.0,0.0,0.0,3225.0
423,1,9.0,3,13000.0,0.0,0.0,1828.125
424,2,3.0,4,45000.0,47.0,8721.42857142857,1277.7777777777776
425,2,9.0,4,19000.0,400.0,8272.0,8166.666666666667
426,2,3.0,5,47000.0,0.0,0.0,0.0
427,2,9.0,3,26000.0,283.0,12320.0,5370.0
428,1,3.0,3,20000.0,19.0,17125.0,1362.0689655172414
429,2,9.0,3,13000.0,63.0,9908.695652173914,0.0
430,1,9.0,4,34000.0,3.0,12900.0,4306.666666666667
431,2,4.0,3,25000.0,97.0,22141.666666666668,11081.25
432,2,3.0,2,18000.0,132.0,17408.0,1416.3636363636365
433,1,3.0,2,14000.0,125.0,8435.0,13616.666666666668
434,2,9.0,4,421000.0,110.0,30843.478260869564,4100.0
435,2,9.0,4,32000.0,347.0,68972.0,0.0
436,2,3.0,4,40000.0,0.0,0.0,10000.0
437,2,9.0,4,31000.0,120.0,20492.0,1583.050847457627
438,2,13.0,5,43000.0,47.0,11105.0,1103.4722222222222
439,1,9.0,4,49000.0,31.0,11920.0,3000.0
440,2,3.0,3,261000.0,90.0,4957.142857142857,0.0
441,1,3.0,6,18000.0,0.0,0.0,2500.0
442,2,3.0,3,127000.0,135.0,12637.5,21000.0
443,1,13.0,5,50000.0,84.0,21263.636363636364,0.0
