,id,gender,ocp_cd,age,income,cd+kp,kp_txn_count,kp_txn_amt,cd_ex
33,34,1,9.0,3,44000.0,14000.0,0.0,0.0,14000.0
34,35,1,3.0,2,14000.0,11000.0,0.0,0.0,11000.0
35,36,1,3.0,5,20000.0,1293600.0,383.0,1243300.0,50300.0
36,37,2,3.0,4,57000.0,1457500.0,96.0,1442100.0,15400.0
37,38,2,3.0,4,15000.0,9300.0,0.0,0.0,9300.0
38,39,2,9.0,4,60000.0,80700.0,13.0,42000.0,38700.0
39,40,1,3.0,4,21000.0,0.0,0.0,0.0,0.0
40,41,1,9.0,4,95000.0,98400.0,45.0,79900.0,18500.0
41,42,2,3.0,3,112000.0,917600.0,152.0,858100.0,59500.0
42,43,2,9.0,3,18000.0,47900.0,20.0,37100.0,10800.0
43,44,1,3.0,4,25000.0,63100.0,11.0,48100.0,15000.0
44,45,1,9.0,4,66000.0,397400.0,85.0,352500.0,44900.0
45,46,2,9.0,3,21000.0,169500.0,54.0,155500.0,14000.0
46,47,1,9.0,5,11000.0,58000.0,12.0,48900.0,9100.0
47,48,2,9.0,5,26000.0,0.0,0.0,0.0,0.0
48,49,1,3.0,5,38000.0,176300.0,22.0,166000.0,10300.0
49,50,2,9.0,4,32000.0,327300.0,68.0,255900.0,71400.0
50,51,2,9.0,3,29000.0,94100.0,21.0,81300.0,12800.0
51,52,2,9.0,4,20000.0,338400.0,100.0,329900.0,8500.0
52,53,2,3.0,4,57000.0,640600.0,53.0,386500.0,254100.0
53,54,2,9.0,4,15000.0,164800.0,70.0,133700.0,31100.0
54,55,2,9.0,5,39000.0,311200.0,55.0,296200.0,15000.0
55,56,1,3.0,4,81000.0,113800.0,24.0,73600.0,40200.0
56,57,1,9.0,4,41000.0,10714500.0,442.0,10714500.0,0.0
57,58,1,9.0,3,26000.0,106500.0,51.0,86700.0,19800.0
58,59,2,3.0,4,20000.0,44400.0,52.0,35400.0,9000.0
59,60,2,3.0,4,40000.0,56400.0,5.0,37100.0,19300.0
60,61,2,9.0,5,27000.0,6000.0,0.0,0.0,6000.0
61,62,2,3.0,4,20000.0,1037100.0,190.0,1025900.0,11200.0
62,63,2,9.0,3,21000.0,23400.0,26.0,15400.0,8000.0
63,64,2,3.0,3,19000.0,257800.0,99.0,208700.0,49100.0
64,65,2,9.0,4,22000.0,19800.0,0.0,0.0,19800.0
65,66,2,3.0,5,51000.0,135300.0,31.0,105600.0,29700.0
66,67,2,3.0,3,41000.0,226600.0,72.0,188800.0,37800.0
67,68,1,9.0,3,255000.0,61100.0,0.0,0.0,61100.0
68,69,1,3.0,4,37000.0,760300.0,58.0,617400.0,142900.0
69,70,1,3.0,4,47000.0,14800.0,0.0,0.0,14800.0
70,71,1,13.0,4,45000.0,0.0,0.0,0.0,0.0
71,72,2,3.0,3,17000.0,67400.0,43.0,67400.0,0.0
72,73,1,9.0,4,37000.0,30200.0,17.0,12100.0,18100.0
73,74,1,4.0,5,200000.0,3247000.0,152.0,3027200.0,219800.0
74,75,2,3.0,5,54000.0,982400.0,58.0,923300.0,59100.0
75,76,1,3.0,3,34000.0,291100.0,54.0,291100.0,0.0
76,77,2,9.0,4,41000.0,104100.0,37.0,90600.0,13500.0
77,78,1,3.0,3,41000.0,48600.0,0.0,0.0,48600.0
78,79,2,3.0,4,45000.0,0.0,0.0,0.0,0.0
79,80,2,9.0,4,22000.0,15300.0,1.0,100.0,15200.0
80,81,1,9.0,4,66000.0,616500.0,53.0,578200.0,38300.0
81,82,2,3.0,4,11000.0,7000.0,0.0,0.0,7000.0
82,83,2,3.0,4,41000.0,107100.0,38.0,85100.0,22000.0
83,84,1,9.0,4,15000.0,83800.0,30.0,55900.0,27900.0
84,85,1,9.0,4,32000.0,146000.0,43.0,146000.0,0.0
85,86,1,3.0,3,22000.0,104300.0,22.0,88200.0,16100.0
86,87,2,9.0,5,20000.0,19600.0,0.0,0.0,19600.0
87,88,2,3.0,2,14000.0,86800.0,84.0,80600.0,6200.0
88,89,2,9.0,3,12000.0,288700.0,89.0,283700.0,5000.0
89,90,1,3.0,6,23000.0,32000.0,0.0,0.0,32000.0
90,91,1,7.0,3,27000.0,1269200.0,120.0,1269200.0,0.0
91,92,1,9.0,3,34000.0,302900.0,53.0,302900.0,0.0
92,93,2,3.0,3,20000.0,0.0,0.0,0.0,0.0
93,94,2,9.0,6,14000.0,12000.0,41.0,11700.0,300.0
94,95,2,9.0,3,46000.0,65800.0,4.0,6400.0,59400.0
95,96,2,3.0,4,23000.0,180800.0,32.0,98100.0,82700.0
96,97,2,1.0,3,35000.0,253800.0,25.0,195000.0,58800.0
97,98,2,9.0,3,75000.0,0.0,0.0,0.0,0.0
98,99,2,3.0,3,11000.0,7400.0,0.0,0.0,7400.0
99,100,2,3.0,4,20000.0,1000300.0,241.0,954900.0,45400.0
100,101,2,9.0,3,20000.0,167400.0,57.0,138300.0,29100.0
101,102,2,3.0,4,29000.0,811600.0,277.0,798400.0,13200.0
102,103,2,9.0,3,24000.0,7000.0,0.0,0.0,7000.0
103,104,1,9.0,5,32000.0,14800.0,0.0,0.0,14800.0
104,105,1,3.0,4,28000.0,20000.0,0.0,0.0,20000.0
105,106,2,9.0,4,38000.0,70600.0,20.0,70600.0,0.0
106,107,1,9.0,3,41000.0,757700.0,131.0,650900.0,106800.0
107,108,1,3.0,4,69000.0,435600.0,32.0,329400.0,106200.0
108,109,1,3.0,4,42000.0,488200.0,61.0,447100.0,41100.0
109,110,2,3.0,5,12000.0,8000.0,0.0,0.0,8000.0
110,111,2,3.0,4,43000.0,222400.0,0.0,0.0,222400.0
111,112,2,9.0,3,18000.0,298300.0,72.0,252300.0,46000.0
112,113,2,3.0,3,50000.0,674600.0,176.0,627700.0,46900.0
113,114,2,13.0,5,43000.0,481500.0,48.0,393700.0,87800.0
114,115,2,9.0,5,19000.0,100200.0,58.0,78300.0,21900.0
115,116,2,9.0,3,24000.0,0.0,0.0,0.0,0.0
116,117,1,3.0,3,134000.0,174600.0,16.0,161100.0,13500.0
117,118,2,3.0,5,28000.0,83300.0,48.0,83300.0,0.0
118,119,2,4.0,4,34000.0,2787700.0,145.0,2667000.0,120700.0
119,120,1,3.0,3,64000.0,443100.0,105.0,322200.0,120900.0
120,121,1,3.0,4,132000.0,281300.0,0.0,0.0,281300.0
121,122,2,9.0,5,28000.0,79900.0,0.0,0.0,79900.0
122,123,1,3.0,4,44000.0,261900.0,51.0,223000.0,38900.0
123,124,1,3.0,3,68000.0,792800.0,90.0,715300.0,77500.0
124,125,2,4.0,5,104000.0,0.0,0.0,0.0,0.0
125,126,1,3.0,3,17000.0,236000.0,75.0,218000.0,18000.0
126,127,2,9.0,3,24000.0,1500.0,0.0,0.0,1500.0
127,128,2,9.0,4,17000.0,386200.0,100.0,369100.0,17100.0
128,129,1,9.0,3,32000.0,147500.0,57.0,138500.0,9000.0
129,130,1,3.0,4,54000.0,151900.0,35.0,109000.0,42900.0
130,131,2,3.0,3,11000.0,6000.0,0.0,0.0,6000.0
131,132,1,3.0,3,49000.0,6200.0,0.0,0.0,6200.0
132,133,2,3.0,3,32000.0,208700.0,28.0,207200.0,1500.0
133,134,1,3.0,5,67000.0,325200.0,25.0,239600.0,85600.0
134,135,2,9.0,3,36000.0,19700.0,0.0,0.0,19700.0
135,136,2,9.0,3,15000.0,36800.0,25.0,20800.0,16000.0
136,137,1,3.0,3,25000.0,1955500.0,255.0,1947400.0,8100.0
137,138,2,9.0,5,23000.0,72600.0,49.0,44300.0,28300.0
138,139,1,3.0,4,229000.0,866600.0,26.0,776800.0,89800.0
139,140,2,3.0,3,33000.0,30900.0,0.0,0.0,30900.0
140,141,2,9.0,5,38000.0,21900.0,12.0,18600.0,3300.0
141,142,2,9.0,3,17000.0,109600.0,54.0,99300.0,10300.0
142,143,2,9.0,3,22000.0,87700.0,28.0,58700.0,29000.0
143,144,1,3.0,3,18000.0,278000.0,105.0,196000.0,82000.0
144,145,2,3.0,3,23000.0,192400.0,60.0,152400.0,40000.0
145,146,2,3.0,4,23000.0,149400.0,117.0,53300.0,96100.0
146,147,2,3.0,3,21000.0,194400.0,45.0,180500.0,13900.0
147,148,1,9.0,4,28000.0,18400.0,0.0,0.0,18400.0
148,149,2,6.0,2,20000.0,30700.0,0.0,0.0,30700.0
149,150,1,9.0,3,33000.0,296100.0,78.0,285300.0,10800.0
150,151,1,4.0,6,111000.0,256300.0,10.0,256300.0,0.0
151,152,2,3.0,4,19000.0,18300.0,17.0,18300.0,0.0
152,153,2,3.0,4,80000.0,40200.0,0.0,0.0,40200.0
153,154,1,3.0,4,57000.0,582600.0,30.0,380700.0,201900.0
154,155,1,9.0,4,26000.0,16000.0,0.0,0.0,16000.0
155,156,2,3.0,4,69000.0,699800.0,84.0,634900.0,64900.0
156,157,2,9.0,4,27000.0,0.0,0.0,0.0,0.0
157,158,2,9.0,5,19000.0,0.0,0.0,0.0,0.0
158,159,2,9.0,4,18000.0,2300.0,0.0,0.0,2300.0
159,160,2,3.0,3,69000.0,720700.0,77.0,537300.0,183400.0
160,161,2,3.0,4,18000.0,72800.0,41.0,22200.0,50600.0
161,162,2,3.0,6,181000.0,720600.0,14.0,662300.0,58300.0
162,163,1,9.0,3,39000.0,431400.0,79.0,357800.0,73600.0
163,164,2,3.0,4,29000.0,82200.0,11.0,42900.0,39300.0
164,165,2,9.0,4,38000.0,211200.0,40.0,146100.0,65100.0
165,166,1,3.0,3,141000.0,458500.0,20.0,458500.0,0.0
166,167,2,3.0,4,19000.0,467800.0,67.0,467800.0,0.0
167,168,1,3.0,4,12000.0,20900.0,4.0,8100.0,12800.0
168,169,2,3.0,5,27000.0,111100.0,0.0,0.0,111100.0
169,170,1,9.0,4,21000.0,126200.0,32.0,99500.0,26700.0
170,171,2,3.0,4,24000.0,99900.0,4.0,66500.0,33400.0
171,172,2,3.0,3,24000.0,792100.0,52.0,784600.0,7500.0
172,173,1,9.0,4,106000.0,2846000.0,376.0,2820000.0,26000.0
173,174,2,3.0,3,18000.0,79000.0,51.0,79000.0,0.0
174,175,1,3.0,3,57000.0,461000.0,51.0,419200.0,41800.0
175,176,2,1.0,5,18000.0,18000.0,0.0,0.0,18000.0
176,177,1,9.0,3,44000.0,352200.0,99.0,344400.0,7800.0
177,178,1,3.0,5,49000.0,15800.0,0.0,0.0,15800.0
178,179,2,3.0,3,19000.0,124300.0,95.0,96100.0,28200.0
179,180,2,9.0,4,46000.0,38900.0,0.0,0.0,38900.0
180,181,1,9.0,3,50000.0,198100.0,36.0,158500.0,39600.0
181,182,2,5.0,6,48000.0,133800.0,38.0,133800.0,0.0
182,183,1,3.0,4,78000.0,290200.0,19.0,219300.0,70900.0
183,184,1,3.0,3,24000.0,229200.0,60.0,176800.0,52400.0
184,185,2,3.0,5,42000.0,157200.0,26.0,115900.0,41300.0
185,186,2,9.0,3,18000.0,45100.0,0.0,0.0,45100.0
186,187,2,9.0,4,27000.0,96100.0,87.0,95700.0,400.0
187,188,1,9.0,3,34000.0,0.0,0.0,0.0,0.0
188,189,1,3.0,3,59000.0,196800.0,33.0,165800.0,31000.0
189,190,2,4.0,4,49000.0,653600.0,82.0,649200.0,4400.0
190,191,1,4.0,5,91000.0,71000.0,33.0,71000.0,0.0
191,192,1,9.0,3,90000.0,471700.0,0.0,0.0,471700.0
192,193,1,9.0,4,23000.0,35700.0,6.0,1500.0,34200.0
193,194,1,3.0,3,27000.0,136500.0,55.0,66500.0,70000.0
194,195,2,9.0,3,40000.0,248100.0,41.0,169500.0,78600.0
195,196,1,9.0,4,30000.0,401200.0,114.0,388200.0,13000.0
196,197,2,9.0,3,13000.0,13900.0,0.0,0.0,13900.0
197,198,2,9.0,3,16000.0,54800.0,27.0,48400.0,6400.0
198,199,2,2.0,6,11000.0,109000.0,0.0,0.0,109000.0
199,200,1,3.0,3,19000.0,20600.0,25.0,17900.0,2700.0
200,201,1,3.0,4,17000.0,0.0,0.0,0.0,0.0
201,202,1,9.0,4,19000.0,16700.0,0.0,0.0,16700.0
202,203,1,3.0,5,50000.0,1272300.0,86.0,1252500.0,19800.0
203,204,2,3.0,3,17000.0,1050200.0,165.0,1027800.0,22400.0
204,205,1,3.0,3,142000.0,4050400.0,42.0,2224700.0,1825700.0
205,206,1,3.0,5,117000.0,6200.0,2.0,2100.0,4100.0
206,207,1,3.0,4,120000.0,727200.0,101.0,581800.0,145400.0
207,208,1,13.0,6,446000.0,34000.0,0.0,0.0,34000.0
208,209,2,9.0,4,27000.0,106100.0,47.0,89100.0,17000.0
209,210,1,9.0,6,73000.0,1600.0,0.0,0.0,1600.0
210,211,2,3.0,4,42000.0,409500.0,216.0,409500.0,0.0
211,212,1,9.0,4,37000.0,193000.0,80.0,155700.0,37300.0
212,213,1,9.0,3,17000.0,178000.0,93.0,166400.0,11600.0
213,214,2,3.0,5,14000.0,6000.0,0.0,0.0,6000.0
214,215,2,3.0,4,85000.0,288100.0,19.0,260100.0,28000.0
215,216,1,9.0,3,21000.0,1907200.0,75.0,1880900.0,26300.0
216,217,2,1.0,3,18000.0,274000.0,26.0,192900.0,81100.0
217,218,1,9.0,3,24000.0,195000.0,115.0,180500.0,14500.0
218,219,1,3.0,5,55000.0,1048500.0,109.0,1035100.0,13400.0
219,220,1,9.0,6,29000.0,44000.0,0.0,0.0,44000.0
220,221,2,9.0,4,22000.0,162900.0,67.0,137800.0,25100.0
221,222,1,3.0,3,24000.0,129400.0,35.0,113700.0,15700.0
222,223,1,9.0,4,119000.0,655700.0,44.0,448700.0,207000.0
223,224,1,3.0,5,27000.0,10000.0,0.0,0.0,10000.0
224,225,2,3.0,3,22000.0,128900.0,76.0,119900.0,9000.0
225,226,1,3.0,5,87000.0,88400.0,24.0,87400.0,1000.0
226,227,1,3.0,4,62000.0,33500.0,0.0,0.0,33500.0
227,228,1,3.0,3,29000.0,207800.0,47.0,162800.0,45000.0
228,229,2,9.0,4,23000.0,10700.0,0.0,0.0,10700.0
229,230,2,3.0,4,42000.0,229100.0,50.0,208600.0,20500.0
230,231,1,3.0,4,25000.0,124300.0,39.0,107600.0,16700.0
231,232,2,3.0,4,38000.0,215600.0,65.0,190100.0,25500.0
232,233,1,3.0,4,40000.0,825000.0,107.0,706900.0,118100.0
233,234,1,9.0,5,31000.0,345200.0,105.0,272300.0,72900.0
234,235,2,3.0,3,11000.0,3772000.0,194.0,3707100.0,64900.0
235,236,2,9.0,3,18000.0,753600.0,204.0,683500.0,70100.0
236,237,2,3.0,3,18000.0,1430000.0,791.0,1383900.0,46100.0
237,238,1,9.0,3,69000.0,117500.0,1.0,200.0,117300.0
238,239,1,9.0,5,39000.0,45400.0,1.0,8300.0,37100.0
239,240,1,3.0,4,73000.0,462700.0,24.0,355900.0,106800.0
240,241,1,9.0,4,40000.0,488600.0,112.0,450700.0,37900.0
241,242,1,4.0,5,65000.0,3700.0,0.0,0.0,3700.0
242,243,2,3.0,5,13000.0,19900.0,0.0,0.0,19900.0
243,244,1,9.0,4,24000.0,210300.0,169.0,176900.0,33400.0
244,245,2,3.0,5,25000.0,18800.0,0.0,0.0,18800.0
245,246,1,9.0,4,374000.0,2777300.0,47.0,2731000.0,46300.0
246,247,2,3.0,3,28000.0,139500.0,68.0,103100.0,36400.0
247,248,1,3.0,6,313000.0,234000.0,0.0,0.0,234000.0
248,249,1,9.0,4,99000.0,0.0,0.0,0.0,0.0
249,250,2,3.0,3,250000.0,2923900.0,292.0,2855100.0,68800.0
250,251,2,3.0,4,17000.0,73500.0,45.0,73500.0,0.0
251,252,2,9.0,4,19000.0,88200.0,96.0,69600.0,18600.0
252,253,2,9.0,3,64000.0,266100.0,86.0,238200.0,27900.0
253,254,1,9.0,4,46000.0,15000.0,0.0,0.0,15000.0
254,255,2,3.0,4,29000.0,13500.0,0.0,0.0,13500.0
255,256,1,3.0,5,20000.0,0.0,0.0,0.0,0.0
256,257,1,9.0,3,27000.0,364300.0,52.0,273400.0,90900.0
257,258,2,3.0,3,124000.0,517200.0,153.0,452900.0,64300.0
258,259,1,9.0,4,20000.0,66800.0,0.0,0.0,66800.0
259,260,1,3.0,4,24000.0,5600.0,0.0,0.0,5600.0
260,261,1,9.0,6,11000.0,0.0,0.0,0.0,0.0
261,262,1,4.0,4,61000.0,1530200.0,31.0,147900.0,1382300.0
262,263,1,4.0,5,118000.0,206400.0,12.0,206400.0,0.0
263,264,1,9.0,5,117000.0,126100.0,27.0,126100.0,0.0
264,265,1,3.0,4,216000.0,761100.0,42.0,642500.0,118600.0
265,266,2,9.0,4,18000.0,13500.0,0.0,0.0,13500.0
266,267,1,4.0,4,37000.0,520000.0,74.0,468500.0,51500.0
267,268,1,3.0,4,34000.0,69400.0,37.0,53000.0,16400.0
268,269,1,3.0,2,47000.0,307000.0,44.0,245900.0,61100.0
269,270,1,9.0,4,25000.0,34000.0,9.0,9000.0,25000.0
270,271,2,9.0,4,34000.0,206800.0,27.0,148700.0,58100.0
271,272,2,9.0,5,17000.0,992100.0,224.0,799200.0,192900.0
272,273,1,9.0,4,37000.0,132800.0,42.0,88900.0,43900.0
273,274,2,9.0,4,29000.0,28900.0,0.0,0.0,28900.0
274,275,2,9.0,4,26000.0,191500.0,49.0,163800.0,27700.0
275,276,2,3.0,3,12000.0,68000.0,55.0,68000.0,0.0
276,277,2,3.0,3,15000.0,39200.0,85.0,31200.0,8000.0
277,278,1,9.0,3,25000.0,279600.0,120.0,214300.0,65300.0
278,279,2,3.0,3,32000.0,424500.0,70.0,421400.0,3100.0
279,280,2,3.0,4,15000.0,40700.0,27.0,38100.0,2600.0
280,281,1,3.0,5,17000.0,69700.0,45.0,35800.0,33900.0
281,282,2,9.0,4,23000.0,0.0,0.0,0.0,0.0
282,283,1,9.0,3,177000.0,249000.0,44.0,228500.0,20500.0
283,284,2,3.0,3,167000.0,113600.0,18.0,59700.0,53900.0
284,285,2,3.0,4,74000.0,92000.0,58.0,74600.0,17400.0
285,286,1,9.0,4,21000.0,500.0,3.0,500.0,0.0
286,287,1,3.0,6,14000.0,184500.0,33.0,184500.0,0.0
287,288,1,9.0,3,46000.0,675200.0,43.0,460000.0,215200.0
288,289,2,3.0,4,26000.0,159700.0,104.0,135300.0,24400.0
289,290,2,3.0,3,22000.0,414000.0,125.0,369900.0,44100.0
290,291,1,3.0,3,25000.0,342700.0,52.0,285700.0,57000.0
291,292,2,9.0,3,29000.0,94200.0,86.0,90900.0,3300.0
292,293,2,12.0,4,106000.0,623200.0,39.0,378500.0,244700.0
293,294,1,3.0,4,17000.0,86900.0,32.0,52400.0,34500.0
294,295,2,3.0,4,19000.0,90400.0,45.0,90400.0,0.0
295,296,1,9.0,5,31000.0,123900.0,0.0,0.0,123900.0
296,297,2,3.0,3,22000.0,191000.0,113.0,189500.0,1500.0
297,298,2,3.0,3,33000.0,146100.0,61.0,92400.0,53700.0
298,299,1,9.0,3,31000.0,619100.0,45.0,587100.0,32000.0
299,300,1,4.0,4,102000.0,118900.0,0.0,0.0,118900.0
300,301,2,9.0,4,20000.0,191800.0,75.0,151500.0,40300.0
301,302,2,3.0,5,39000.0,148600.0,28.0,113700.0,34900.0
302,303,1,3.0,3,43000.0,45300.0,0.0,0.0,45300.0
303,304,2,3.0,3,17000.0,70700.0,27.0,69000.0,1700.0
304,305,1,3.0,4,98000.0,83800.0,30.0,75200.0,8600.0
305,306,2,3.0,4,57000.0,27300.0,0.0,0.0,27300.0
306,307,1,9.0,6,15000.0,0.0,0.0,0.0,0.0
307,308,2,3.0,3,17000.0,141500.0,45.0,93200.0,48300.0
308,309,1,3.0,4,34000.0,55800.0,0.0,0.0,55800.0
309,310,2,7.0,5,230000.0,6570500.0,849.0,6426600.0,143900.0
310,311,2,3.0,5,36000.0,78600.0,0.0,0.0,78600.0
311,312,2,9.0,3,39000.0,310900.0,74.0,307100.0,3800.0
312,313,2,3.0,4,26000.0,212500.0,83.0,172700.0,39800.0
313,314,2,9.0,5,57000.0,224500.0,46.0,202200.0,22300.0
314,315,2,9.0,4,16000.0,4500.0,0.0,0.0,4500.0
315,316,1,3.0,5,35000.0,37900.0,0.0,0.0,37900.0
316,317,1,3.0,5,60000.0,276500.0,19.0,276500.0,0.0
317,318,1,9.0,4,17000.0,40800.0,27.0,31900.0,8900.0
318,319,1,3.0,6,22000.0,121600.0,0.0,0.0,121600.0
319,320,2,9.0,4,16000.0,8700.0,0.0,0.0,8700.0
320,321,2,9.0,4,33000.0,150900.0,0.0,0.0,150900.0
321,322,1,3.0,4,30000.0,517600.0,2.0,23300.0,494300.0
322,323,2,3.0,4,17000.0,199900.0,82.0,163300.0,36600.0
323,324,1,9.0,4,21000.0,830100.0,368.0,814100.0,16000.0
324,325,1,9.0,3,17000.0,94500.0,62.0,94100.0,400.0
325,326,2,3.0,3,38000.0,124600.0,58.0,119600.0,5000.0
326,327,1,9.0,3,38000.0,82300.0,15.0,10500.0,71800.0
327,328,2,3.0,6,68000.0,517200.0,59.0,461000.0,56200.0
328,329,2,3.0,5,50000.0,465100.0,0.0,0.0,465100.0
329,330,2,7.0,3,23000.0,68700.0,11.0,63600.0,5100.0
330,331,1,3.0,4,48000.0,181300.0,55.0,104000.0,77300.0
331,332,2,9.0,4,33000.0,473200.0,65.0,341700.0,131500.0
332,333,1,3.0,3,30000.0,111700.0,48.0,84800.0,26900.0
333,334,1,9.0,3,40000.0,206100.0,14.0,142200.0,63900.0
334,335,2,9.0,3,20000.0,145000.0,45.0,124900.0,20100.0
335,336,1,7.0,4,29000.0,7085000.0,415.0,6906300.0,178700.0
336,337,2,4.0,3,12000.0,4842900.0,222.0,4838800.0,4100.0
337,338,1,4.0,6,244000.0,476000.0,0.0,0.0,476000.0
338,339,2,4.0,5,49000.0,22100.0,0.0,0.0,22100.0
339,340,1,3.0,5,44000.0,522300.0,85.0,461200.0,61100.0
340,341,1,9.0,4,35000.0,6000.0,0.0,0.0,6000.0
341,342,2,9.0,3,24000.0,123800.0,62.0,103300.0,20500.0
342,343,2,9.0,3,18000.0,93500.0,77.0,85800.0,7700.0
343,344,2,3.0,5,93000.0,135300.0,40.0,102500.0,32800.0
344,345,2,3.0,3,28000.0,35300.0,29.0,35300.0,0.0
345,346,2,3.0,6,38000.0,301600.0,23.0,193700.0,107900.0
346,347,2,9.0,5,107000.0,1048800.0,59.0,784800.0,264000.0
347,348,1,4.0,6,91000.0,1014000.0,0.0,0.0,1014000.0
348,349,1,9.0,4,26000.0,130000.0,79.0,126700.0,3300.0
349,350,1,4.0,4,47000.0,9379500.0,370.0,9348400.0,31100.0
350,351,1,9.0,4,19000.0,620600.0,166.0,602400.0,18200.0
351,352,1,9.0,3,33000.0,68700.0,18.0,34500.0,34200.0
352,353,2,9.0,3,51000.0,180200.0,26.0,180200.0,0.0
353,354,2,9.0,4,25000.0,1057100.0,180.0,1057100.0,0.0
354,355,1,9.0,4,234000.0,234100.0,0.0,0.0,234100.0
355,356,1,3.0,4,112000.0,680100.0,125.0,521300.0,158800.0
356,357,2,3.0,3,24000.0,198000.0,55.0,177800.0,20200.0
357,358,1,3.0,4,21000.0,262300.0,46.0,203600.0,58700.0
358,359,2,3.0,3,163000.0,372000.0,68.0,273100.0,98900.0
359,360,2,1.0,3,23000.0,114600.0,38.0,102200.0,12400.0
360,361,2,9.0,3,46000.0,105200.0,8.0,19800.0,85400.0
361,362,2,3.0,4,22000.0,303000.0,53.0,270600.0,32400.0
362,363,2,3.0,4,101000.0,531600.0,105.0,531600.0,0.0
363,364,1,3.0,4,38000.0,73400.0,0.0,0.0,73400.0
364,365,2,3.0,3,27000.0,244300.0,45.0,233100.0,11200.0
365,366,1,3.0,3,34000.0,446800.0,66.0,406800.0,40000.0
366,367,2,3.0,3,58000.0,216400.0,43.0,165200.0,51200.0
367,368,2,9.0,3,32000.0,117000.0,117.0,104000.0,13000.0
368,369,1,9.0,4,32000.0,618000.0,211.0,587100.0,30900.0
369,370,1,3.0,4,26000.0,117800.0,39.0,98100.0,19700.0
370,371,1,3.0,6,140000.0,737000.0,18.0,705000.0,32000.0
371,372,2,9.0,3,19000.0,205700.0,68.0,186000.0,19700.0
372,373,2,3.0,3,26000.0,117600.0,69.0,98300.0,19300.0
373,374,1,9.0,3,22000.0,4500.0,0.0,0.0,4500.0
374,375,1,9.0,6,49000.0,76400.0,6.0,28900.0,47500.0
375,376,2,3.0,4,52000.0,414500.0,88.0,414500.0,0.0
376,377,2,3.0,3,39000.0,289700.0,366.0,277700.0,12000.0
377,378,1,3.0,4,19000.0,17000.0,0.0,0.0,17000.0
378,379,2,3.0,4,48000.0,157300.0,0.0,0.0,157300.0
379,380,2,9.0,4,69000.0,48200.0,0.0,0.0,48200.0
380,381,2,3.0,3,39000.0,223600.0,83.0,223600.0,0.0
381,382,2,9.0,4,30000.0,496600.0,129.0,468600.0,28000.0
382,383,1,4.0,5,36000.0,400.0,0.0,0.0,400.0
383,384,1,3.0,4,58000.0,205300.0,32.0,205300.0,0.0
384,385,2,9.0,4,28000.0,297400.0,65.0,113400.0,184000.0
385,386,2,3.0,4,32000.0,1771600.0,306.0,1653000.0,118600.0
386,387,2,9.0,3,46000.0,861000.0,112.0,857300.0,3700.0
387,388,1,9.0,3,36000.0,509000.0,55.0,468300.0,40700.0
388,389,2,3.0,3,35000.0,394300.0,199.0,366700.0,27600.0
